seat_no,paper_1_IA,paper_2_IA,paper_3_IA,paper_4_IA,paper_5_IA,paper_6_IA,paper_7_IA,paper_8_IA,paper_9_IA,paper_10_IA,paper_1_TOT,paper_2_TOT,paper_3_TOT,paper_4_TOT,paper_5_TOT,paper_6_TOT,paper_7_TOT,paper_8_TOT,paper_9_TOT,paper_10_TOT,paper_1_EX,paper_2_EX,paper_3_EX,paper_4_EX,paper_5_EX,paper_6_EX,paper_7_EX,paper_8_EX,paper_9_EX,paper_10_EX
5015225,8.0,14.0,18.0,18.0,43.0,8.0,8.0,11.0,20.0,16.0,41.0,56.0,36.0,38.0,62.0,48.0,57.0,62.0,20.0,16.0,33.0,42.0,33.0,42.0,18.0,40.0,49.0,51.0,20.0,19.0
5015226,13.0,15.0,14.0,14.0,46.0,11.0,9.0,16.0,20.0,14.0,72.0,64.0,30.0,34.0,68.0,52.0,61.0,74.0,20.0,14.0,59.0,49.0,59.0,49.0,16.0,41.0,52.0,58.0,20.0,22.0
5015227,16.0,17.0,16.0,10.0,40.0,11.0,10.0,16.0,16.0,15.0,54.0,51.0,35.0,30.0,60.0,60.0,58.0,74.0,16.0,15.0,38.0,34.0,38.0,34.0,19.0,49.0,48.0,58.0,20.0,20.0
5015228,12.0,16.0,23.0,23.0,36.0,9.0,11.0,17.0,22.0,22.0,44.0,48.0,44.0,43.0,53.0,61.0,54.0,76.0,22.0,22.0,32.0,32.0,32.0,32.0,21.0,52.0,43.0,59.0,20.0,17.0
5015229,8.0,12.0,13.0,10.0,35.0,8.0,8.0,10.0,19.0,13.0,40.0,37.0,32.0,30.0,55.0,49.0,32.0,56.0,19.0,13.0,32.0,25.0,32.0,25.0,19.0,41.0,24.0,46.0,20.0,20.0
5015230,17.0,18.0,19.0,19.0,32.0,8.0,15.0,14.0,19.0,16.0,74.0,70.0,38.0,38.0,49.0,63.0,66.0,66.0,19.0,16.0,57.0,52.0,57.0,52.0,19.0,55.0,51.0,52.0,19.0,17.0
5016042,16.0,16.0,21.0,23.0,40.0,17.0,19.0,17.0,17.0,24.0,78.0,54.0,42.0,46.0,61.0,72.0,74.0,68.0,17.0,24.0,62.0,38.0,62.0,38.0,21.0,55.0,55.0,51.0,23.0,21.0
5016043,15.0,18.0,19.0,22.0,40.0,15.0,20.0,18.0,15.0,23.0,76.0,67.0,39.0,44.0,61.0,74.0,75.0,79.0,15.0,23.0,61.0,49.0,61.0,49.0,20.0,59.0,55.0,61.0,22.0,21.0
5016044,14.0,15.0,21.0,23.0,45.0,15.0,18.0,17.0,15.0,24.0,76.0,73.0,40.0,46.0,68.0,72.0,59.0,72.0,15.0,24.0,62.0,58.0,62.0,58.0,19.0,57.0,41.0,55.0,23.0,23.0
5016045,17.0,16.0,21.0,21.0,44.0,15.0,19.0,17.0,15.0,18.0,68.0,63.0,40.0,42.0,65.0,64.0,69.0,75.0,15.0,18.0,51.0,47.0,51.0,47.0,19.0,49.0,50.0,58.0,21.0,21.0
5016046,16.0,15.0,22.0,22.0,45.0,11.0,18.0,18.0,11.0,24.0,67.0,61.0,42.0,44.0,68.0,55.0,65.0,68.0,11.0,24.0,51.0,46.0,51.0,46.0,20.0,44.0,47.0,50.0,22.0,23.0
5016047,20.0,20.0,23.0,23.0,40.0,18.0,20.0,18.0,18.0,24.0,83.0,92.0,45.0,46.0,60.0,91.0,78.0,84.0,18.0,24.0,63.0,72.0,63.0,72.0,22.0,73.0,58.0,66.0,23.0,20.0
5016048,18.0,17.0,21.0,22.0,48.0,15.0,20.0,17.0,15.0,24.0,71.0,72.0,41.0,44.0,71.0,78.0,66.0,60.0,15.0,24.0,53.0,55.0,53.0,55.0,20.0,63.0,46.0,43.0,22.0,23.0
5016049,10.0,14.0,20.0,21.0,44.0,11.0,15.0,14.0,11.0,23.0,42.0,47.0,38.0,42.0,64.0,63.0,59.0,66.0,11.0,23.0,32.0,33.0,32.0,33.0,18.0,52.0,44.0,52.0,21.0,20.0
5016050,19.0,19.0,23.0,23.0,47.0,17.0,20.0,18.0,17.0,23.0,89.0,69.0,44.0,46.0,70.0,79.0,83.0,83.0,17.0,23.0,70.0,50.0,70.0,50.0,21.0,62.0,63.0,65.0,23.0,23.0
5016051,15.0,19.0,24.0,21.0,47.0,14.0,19.0,17.0,14.0,24.0,65.0,53.0,47.0,42.0,70.0,67.0,74.0,79.0,14.0,24.0,50.0,34.0,50.0,34.0,23.0,53.0,55.0,62.0,21.0,23.0
5016052,13.0,15.0,23.0,22.0,42.0,14.0,18.0,18.0,14.0,24.0,49.0,33.0,41.0,44.0,63.0,55.0,68.0,70.0,14.0,24.0,36.0,18.0,36.0,18.0,18.0,41.0,50.0,52.0,22.0,21.0
5016053,13.0,17.0,21.0,22.0,49.0,15.0,19.0,17.0,15.0,24.0,58.0,62.0,41.0,44.0,73.0,68.0,70.0,77.0,15.0,24.0,45.0,45.0,45.0,45.0,20.0,53.0,51.0,60.0,22.0,24.0
5016054,14.0,18.0,21.0,23.0,48.0,14.0,19.0,17.0,14.0,23.0,56.0,59.0,42.0,46.0,71.0,74.0,70.0,76.0,14.0,23.0,42.0,41.0,42.0,41.0,21.0,60.0,51.0,59.0,23.0,23.0
5016055,15.0,17.0,23.0,23.0,48.0,15.0,18.0,17.0,15.0,23.0,61.0,59.0,45.0,46.0,72.0,67.0,71.0,84.0,15.0,23.0,46.0,42.0,46.0,42.0,22.0,52.0,53.0,67.0,23.0,24.0
5016056,18.0,20.0,23.0,23.0,45.0,18.0,20.0,18.0,18.0,23.0,82.0,72.0,46.0,46.0,68.0,71.0,78.0,80.0,18.0,23.0,64.0,52.0,64.0,52.0,23.0,53.0,58.0,62.0,23.0,23.0
5016057,16.0,15.0,20.0,22.0,46.0,15.0,19.0,16.0,15.0,23.0,71.0,60.0,39.0,44.0,68.0,60.0,70.0,68.0,15.0,23.0,55.0,45.0,55.0,45.0,19.0,45.0,51.0,52.0,22.0,22.0
5016058,17.0,20.0,23.0,23.0,45.0,15.0,16.0,17.0,15.0,24.0,73.0,76.0,46.0,46.0,67.0,61.0,64.0,66.0,15.0,24.0,56.0,56.0,56.0,56.0,23.0,46.0,48.0,49.0,23.0,22.0
5016059,15.0,18.0,19.0,20.0,48.0,15.0,19.0,17.0,15.0,20.0,77.0,58.0,41.0,40.0,72.0,56.0,63.0,70.0,15.0,20.0,62.0,40.0,62.0,40.0,22.0,41.0,44.0,53.0,20.0,24.0
5016060,9.0,15.0,21.0,23.0,45.0,13.0,13.0,16.0,13.0,24.0,41.0,49.0,40.0,46.0,68.0,59.0,49.0,63.0,13.0,24.0,32.0,34.0,32.0,34.0,19.0,46.0,36.0,47.0,23.0,23.0
5016061,18.0,18.0,20.0,23.0,47.0,15.0,18.0,17.0,15.0,24.0,82.0,66.0,41.0,46.0,70.0,66.0,69.0,60.0,15.0,24.0,64.0,48.0,64.0,48.0,21.0,51.0,51.0,43.0,23.0,23.0
5016062,11.0,18.0,21.0,21.0,42.0,15.0,18.0,18.0,15.0,21.0,49.0,50.0,41.0,42.0,63.0,52.0,57.0,65.0,15.0,21.0,38.0,32.0,38.0,32.0,20.0,37.0,39.0,47.0,21.0,21.0
5016063,17.0,17.0,21.0,20.0,42.0,13.0,13.0,12.0,13.0,23.0,66.0,60.0,40.0,40.0,62.0,60.0,69.0,55.0,13.0,23.0,49.0,43.0,49.0,43.0,19.0,47.0,56.0,43.0,20.0,20.0
5016064,18.0,18.0,24.0,23.0,47.0,15.0,19.0,17.0,15.0,24.0,76.0,81.0,47.0,46.0,69.0,67.0,65.0,78.0,15.0,24.0,58.0,63.0,58.0,63.0,23.0,52.0,46.0,61.0,23.0,22.0
5016065,17.0,20.0,23.0,23.0,45.0,14.0,18.0,17.0,14.0,24.0,63.0,60.0,43.0,46.0,66.0,68.0,65.0,73.0,14.0,24.0,46.0,40.0,46.0,40.0,20.0,54.0,47.0,56.0,23.0,21.0
5016066,12.0,15.0,20.0,21.0,44.0,12.0,15.0,16.0,12.0,20.0,58.0,60.0,41.0,42.0,64.0,62.0,67.0,67.0,12.0,20.0,46.0,45.0,46.0,45.0,21.0,50.0,52.0,51.0,21.0,20.0
5016067,15.0,18.0,22.0,23.0,47.0,15.0,19.0,17.0,15.0,22.0,55.0,76.0,44.0,46.0,69.0,72.0,69.0,70.0,15.0,22.0,40.0,58.0,40.0,58.0,22.0,57.0,50.0,53.0,23.0,22.0
5016068,18.0,20.0,22.0,22.0,45.0,16.0,20.0,17.0,16.0,24.0,68.0,79.0,43.0,44.0,67.0,84.0,76.0,71.0,16.0,24.0,50.0,59.0,50.0,59.0,21.0,68.0,56.0,54.0,22.0,22.0
5016069,16.0,16.0,21.0,21.0,43.0,12.0,18.0,17.0,12.0,21.0,68.0,61.0,41.0,42.0,66.0,60.0,59.0,75.0,12.0,21.0,52.0,45.0,52.0,45.0,20.0,48.0,41.0,58.0,21.0,23.0
5016070,12.0,17.0,22.0,22.0,45.0,14.0,15.0,15.0,14.0,23.0,45.0,54.0,41.0,44.0,68.0,50.0,64.0,71.0,14.0,23.0,33.0,37.0,33.0,37.0,19.0,36.0,49.0,56.0,22.0,23.0
5016071,17.0,20.0,24.0,23.0,47.0,17.0,19.0,18.0,17.0,24.0,73.0,84.0,48.0,46.0,70.0,77.0,78.0,81.0,17.0,24.0,56.0,64.0,56.0,64.0,24.0,60.0,59.0,63.0,23.0,23.0
5016072,16.0,17.0,23.0,22.0,43.0,14.0,19.0,17.0,14.0,23.0,52.0,75.0,45.0,44.0,64.0,70.0,56.0,79.0,14.0,23.0,36.0,58.0,36.0,58.0,22.0,56.0,37.0,62.0,22.0,21.0
5016073,14.0,15.0,20.0,21.0,45.0,12.0,15.0,15.0,12.0,23.0,54.0,55.0,40.0,42.0,68.0,58.0,58.0,70.0,12.0,23.0,40.0,40.0,40.0,40.0,20.0,46.0,43.0,55.0,21.0,23.0
5016074,11.0,12.0,20.0,21.0,45.0,9.0,16.0,15.0,9.0,20.0,43.0,46.0,38.0,42.0,67.0,48.0,59.0,52.0,9.0,20.0,32.0,34.0,32.0,34.0,18.0,39.0,43.0,37.0,21.0,22.0
5016075,12.0,15.0,22.0,21.0,46.0,13.0,17.0,16.0,13.0,21.0,49.0,49.0,43.0,42.0,68.0,58.0,57.0,69.0,13.0,21.0,37.0,34.0,37.0,34.0,21.0,45.0,40.0,53.0,21.0,22.0
5016076,15.0,16.0,22.0,22.0,46.0,15.0,16.0,16.0,15.0,21.0,61.0,57.0,44.0,44.0,68.0,63.0,70.0,68.0,15.0,21.0,46.0,41.0,46.0,41.0,22.0,48.0,54.0,52.0,22.0,22.0
5016077,18.0,18.0,22.0,22.0,42.0,16.0,20.0,18.0,16.0,24.0,64.0,72.0,43.0,44.0,64.0,67.0,79.0,81.0,16.0,24.0,46.0,54.0,46.0,54.0,21.0,51.0,59.0,63.0,22.0,22.0
5016078,13.0,19.0,22.0,22.0,42.0,13.0,18.0,16.0,13.0,23.0,50.0,70.0,42.0,44.0,64.0,65.0,70.0,63.0,13.0,23.0,37.0,51.0,37.0,51.0,20.0,52.0,52.0,47.0,22.0,22.0
5016079,11.0,11.0,22.0,22.0,45.0,11.0,12.0,14.0,11.0,19.0,46.0,43.0,43.0,44.0,67.0,30.0,49.0,55.0,11.0,19.0,35.0,32.0,35.0,32.0,21.0,19.0,37.0,41.0,22.0,22.0
5016080,19.0,20.0,24.0,23.0,46.0,17.0,20.0,18.0,17.0,24.0,79.0,70.0,47.0,46.0,69.0,78.0,85.0,78.0,17.0,24.0,60.0,50.0,60.0,50.0,23.0,61.0,65.0,60.0,23.0,23.0
5016081,16.0,17.0,19.0,23.0,44.0,14.0,13.0,18.0,14.0,21.0,50.0,49.0,38.0,46.0,66.0,59.0,58.0,58.0,14.0,21.0,34.0,32.0,34.0,32.0,19.0,45.0,45.0,40.0,23.0,22.0
5016082,14.0,14.0,20.0,22.0,44.0,14.0,16.0,17.0,14.0,21.0,67.0,58.0,41.0,44.0,66.0,59.0,52.0,75.0,14.0,21.0,53.0,44.0,53.0,44.0,21.0,45.0,36.0,58.0,22.0,22.0
5016083,14.0,14.0,20.0,23.0,46.0,11.0,16.0,15.0,11.0,19.0,46.0,46.0,40.0,46.0,68.0,54.0,70.0,68.0,11.0,19.0,32.0,32.0,32.0,32.0,20.0,43.0,54.0,53.0,23.0,22.0
5016084,15.0,15.0,20.0,22.0,44.0,12.0,17.0,16.0,12.0,21.0,52.0,55.0,41.0,44.0,64.0,66.0,65.0,56.0,12.0,21.0,37.0,40.0,37.0,40.0,21.0,54.0,48.0,40.0,22.0,20.0
5016085,11.0,13.0,21.0,22.0,44.0,9.0,11.0,15.0,9.0,22.0,43.0,54.0,41.0,44.0,64.0,43.0,53.0,63.0,9.0,22.0,32.0,41.0,32.0,41.0,20.0,34.0,42.0,48.0,22.0,20.0
5016086,19.0,19.0,24.0,24.0,45.0,18.0,20.0,18.0,18.0,24.0,69.0,85.0,45.0,48.0,68.0,79.0,80.0,77.0,18.0,24.0,50.0,66.0,50.0,66.0,21.0,61.0,60.0,59.0,24.0,23.0
5016087,16.0,15.0,22.0,21.0,46.0,10.0,17.0,18.0,10.0,21.0,63.0,50.0,41.0,42.0,69.0,56.0,69.0,76.0,10.0,21.0,47.0,35.0,47.0,35.0,19.0,46.0,52.0,58.0,21.0,23.0
5016088,18.0,19.0,23.0,22.0,47.0,14.0,20.0,18.0,14.0,21.0,60.0,69.0,45.0,44.0,70.0,77.0,74.0,75.0,14.0,21.0,42.0,50.0,42.0,50.0,22.0,63.0,54.0,57.0,22.0,23.0
5016089,16.0,17.0,19.0,23.0,40.0,13.0,18.0,17.0,13.0,21.0,69.0,51.0,40.0,46.0,60.0,60.0,67.0,76.0,13.0,21.0,53.0,34.0,53.0,34.0,21.0,47.0,49.0,59.0,23.0,20.0
5016090,16.0,17.0,24.0,22.0,46.0,13.0,18.0,17.0,13.0,23.0,69.0,78.0,48.0,44.0,69.0,73.0,70.0,72.0,13.0,23.0,53.0,61.0,53.0,61.0,24.0,60.0,52.0,55.0,22.0,23.0
5016091,17.0,18.0,24.0,24.0,48.0,14.0,18.0,17.0,14.0,23.0,79.0,82.0,47.0,48.0,72.0,67.0,52.0,64.0,14.0,23.0,62.0,64.0,62.0,64.0,23.0,53.0,34.0,47.0,24.0,24.0
5016092,16.0,13.0,20.0,21.0,44.0,15.0,15.0,17.0,15.0,19.0,55.0,63.0,40.0,42.0,65.0,66.0,63.0,69.0,15.0,19.0,39.0,50.0,39.0,50.0,20.0,51.0,48.0,52.0,21.0,21.0
5016093,16.0,20.0,22.0,22.0,44.0,16.0,20.0,18.0,16.0,23.0,79.0,64.0,43.0,44.0,67.0,65.0,55.0,79.0,16.0,23.0,63.0,44.0,63.0,44.0,21.0,49.0,35.0,61.0,22.0,23.0
5016094,19.0,17.0,24.0,24.0,47.0,17.0,19.0,18.0,17.0,23.0,73.0,67.0,47.0,48.0,70.0,74.0,70.0,85.0,17.0,23.0,54.0,50.0,54.0,50.0,23.0,57.0,51.0,67.0,24.0,23.0
5016095,16.0,17.0,21.0,22.0,42.0,15.0,18.0,17.0,15.0,24.0,84.0,71.0,43.0,44.0,64.0,66.0,71.0,74.0,15.0,24.0,68.0,54.0,68.0,54.0,22.0,51.0,53.0,57.0,22.0,22.0
5016096,18.0,18.0,22.0,22.0,42.0,16.0,17.0,18.0,16.0,22.0,66.0,58.0,41.0,44.0,63.0,65.0,72.0,67.0,16.0,22.0,48.0,40.0,48.0,40.0,19.0,49.0,55.0,49.0,22.0,21.0
5016097,9.0,11.0,19.0,20.0,45.0,11.0,15.0,17.0,11.0,18.0,31.0,34.0,38.0,41.0,67.0,58.0,67.0,61.0,11.0,18.0,22.0,23.0,22.0,23.0,19.0,47.0,52.0,44.0,21.0,22.0
5016098,18.0,20.0,23.0,23.0,42.0,14.0,20.0,18.0,14.0,24.0,73.0,70.0,46.0,46.0,63.0,77.0,71.0,73.0,14.0,24.0,55.0,50.0,55.0,50.0,23.0,63.0,51.0,55.0,23.0,21.0
5016099,13.0,14.0,21.0,23.0,45.0,13.0,16.0,14.0,13.0,22.0,67.0,46.0,40.0,46.0,67.0,56.0,48.0,55.0,13.0,22.0,54.0,32.0,54.0,32.0,19.0,43.0,32.0,41.0,23.0,22.0
5016100,8.0,11.0,21.0,23.0,42.0,9.0,14.0,9.0,9.0,22.0,31.0,58.0,40.0,46.0,64.0,41.0,47.0,41.0,9.0,22.0,23.0,47.0,23.0,47.0,19.0,32.0,33.0,32.0,23.0,22.0
5016101,12.0,13.0,22.0,20.0,46.0,14.0,13.0,14.0,14.0,21.0,50.0,54.0,40.0,40.0,69.0,47.0,51.0,58.0,14.0,21.0,38.0,41.0,38.0,41.0,18.0,33.0,38.0,44.0,20.0,23.0
5016102,13.0,12.0,20.0,20.0,44.0,14.0,15.0,14.0,14.0,23.0,52.0,45.0,39.0,40.0,66.0,58.0,67.0,61.0,14.0,23.0,39.0,33.0,39.0,33.0,19.0,44.0,52.0,47.0,20.0,22.0
5016103,15.0,9.0,20.0,21.0,45.0,12.0,14.0,13.0,12.0,19.0,63.0,47.0,40.0,42.0,67.0,56.0,75.0,63.0,12.0,19.0,48.0,38.0,48.0,38.0,20.0,44.0,61.0,50.0,21.0,22.0
5016104,13.0,12.0,20.0,22.0,45.0,11.0,10.0,15.0,11.0,20.0,50.0,61.0,38.0,44.0,68.0,56.0,59.0,64.0,11.0,20.0,37.0,49.0,37.0,49.0,18.0,45.0,49.0,49.0,22.0,23.0
5016105,14.0,13.0,21.0,21.0,46.0,11.0,14.0,12.0,11.0,21.0,46.0,51.0,40.0,42.0,69.0,56.0,57.0,58.0,11.0,21.0,32.0,38.0,32.0,38.0,19.0,45.0,43.0,46.0,21.0,23.0
5016106,11.0,12.0,20.0,22.0,46.0,8.0,17.0,8.0,8.0,21.0,30.0,16.0,39.0,44.0,69.0,8.0,51.0,29.0,8.0,21.0,19.0,4.0,19.0,4.0,19.0,0.0,34.0,21.0,22.0,23.0
5016107,15.0,14.0,21.0,22.0,44.0,9.0,18.0,14.0,9.0,23.0,54.0,51.0,43.0,44.0,67.0,67.0,62.0,46.0,9.0,23.0,39.0,37.0,39.0,37.0,22.0,58.0,44.0,32.0,22.0,23.0
5016108,16.0,15.0,21.0,22.0,44.0,14.0,18.0,15.0,14.0,21.0,49.0,59.0,41.0,44.0,67.0,69.0,79.0,52.0,14.0,21.0,33.0,44.0,33.0,44.0,20.0,55.0,61.0,37.0,22.0,23.0
5016109,13.0,15.0,20.0,22.0,42.0,14.0,18.0,14.0,14.0,20.0,65.0,65.0,40.0,44.0,63.0,67.0,66.0,57.0,14.0,20.0,52.0,50.0,52.0,50.0,20.0,53.0,48.0,43.0,22.0,21.0
5016110,14.0,16.0,21.0,22.0,44.0,13.0,16.0,15.0,13.0,23.0,68.0,57.0,40.0,44.0,67.0,70.0,71.0,70.0,13.0,23.0,54.0,41.0,54.0,41.0,19.0,57.0,55.0,55.0,22.0,23.0
5016111,11.0,11.0,19.0,21.0,45.0,13.0,14.0,14.0,13.0,20.0,56.0,54.0,37.0,42.0,67.0,63.0,50.0,60.0,13.0,20.0,45.0,43.0,45.0,43.0,18.0,50.0,36.0,46.0,21.0,22.0
5016112,11.0,16.0,21.0,23.0,44.0,13.0,17.0,14.0,13.0,22.0,70.0,57.0,42.0,46.0,67.0,67.0,71.0,62.0,13.0,22.0,59.0,41.0,59.0,41.0,21.0,54.0,54.0,48.0,23.0,23.0
5019534,14.0,18.0,22.0,22.0,39.0,12.0,18.0,16.0,21.0,23.0,52.0,53.0,43.0,43.0,61.0,47.0,56.0,51.0,21.0,23.0,38.0,35.0,38.0,35.0,21.0,35.0,38.0,35.0,21.0,22.0
5019535,13.0,19.0,21.0,23.0,46.0,14.0,16.0,13.0,23.0,23.0,54.0,51.0,44.0,45.0,68.0,52.0,53.0,45.0,23.0,23.0,41.0,32.0,41.0,32.0,23.0,38.0,37.0,32.0,22.0,22.0
5019536,14.0,18.0,19.0,21.0,42.0,13.0,16.0,15.0,18.0,22.0,60.0,51.0,39.0,42.0,63.0,68.0,63.0,65.0,18.0,22.0,46.0,33.0,46.0,33.0,20.0,55.0,47.0,50.0,21.0,21.0
5019537,9.0,16.0,21.0,20.0,38.0,13.0,14.0,13.0,16.0,20.0,55.0,53.0,41.0,42.0,59.0,62.0,54.0,52.0,16.0,20.0,46.0,37.0,46.0,37.0,20.0,49.0,40.0,39.0,22.0,21.0
5019538,14.0,18.0,22.0,23.0,46.0,14.0,15.0,14.0,21.0,21.0,52.0,66.0,43.0,44.0,68.0,68.0,63.0,72.0,21.0,21.0,38.0,48.0,38.0,48.0,21.0,54.0,48.0,58.0,21.0,22.0
5019539,9.0,16.0,22.0,20.0,44.0,12.0,13.0,17.0,19.0,21.0,50.0,52.0,43.0,41.0,66.0,62.0,53.0,55.0,19.0,21.0,41.0,36.0,41.0,36.0,21.0,50.0,40.0,38.0,21.0,22.0
5019540,13.0,19.0,23.0,21.0,44.0,14.0,17.0,15.0,19.0,21.0,51.0,62.0,45.0,44.0,65.0,53.0,66.0,81.0,19.0,21.0,38.0,43.0,38.0,43.0,22.0,39.0,49.0,66.0,23.0,21.0
5019541,12.0,16.0,20.0,21.0,37.0,12.0,14.0,13.0,20.0,21.0,39.0,48.0,40.0,42.0,58.0,68.0,63.0,37.0,20.0,21.0,27.0,32.0,27.0,32.0,20.0,56.0,49.0,24.0,21.0,21.0
5019542,11.0,15.0,23.0,19.0,47.0,8.0,11.0,11.0,17.0,21.0,43.0,47.0,44.0,42.0,69.0,49.0,44.0,43.0,17.0,21.0,32.0,32.0,32.0,32.0,21.0,41.0,33.0,32.0,23.0,22.0
5019543,15.0,18.0,21.0,20.0,47.0,15.0,17.0,15.0,20.0,22.0,49.0,50.0,44.0,41.0,69.0,61.0,73.0,57.0,20.0,22.0,34.0,32.0,34.0,32.0,23.0,46.0,56.0,42.0,21.0,22.0
5019544,11.0,15.0,22.0,22.0,39.0,13.0,12.0,13.0,18.0,21.0,49.0,66.0,42.0,43.0,61.0,60.0,56.0,47.0,18.0,21.0,38.0,51.0,38.0,51.0,20.0,47.0,44.0,34.0,21.0,22.0
5019545,12.0,16.0,18.0,20.0,37.0,13.0,13.0,12.0,18.0,20.0,38.0,56.0,37.0,41.0,57.0,59.0,45.0,50.0,18.0,20.0,26.0,40.0,26.0,40.0,19.0,46.0,32.0,38.0,21.0,20.0
5019546,15.0,17.0,22.0,21.0,45.0,12.0,14.0,13.0,17.0,22.0,61.0,67.0,43.0,42.0,68.0,68.0,51.0,60.0,17.0,22.0,46.0,50.0,46.0,50.0,21.0,56.0,37.0,47.0,21.0,23.0
5019547,10.0,15.0,22.0,22.0,45.0,11.0,16.0,12.0,18.0,22.0,49.0,51.0,42.0,43.0,67.0,55.0,50.0,44.0,18.0,22.0,39.0,36.0,39.0,36.0,20.0,44.0,34.0,32.0,21.0,22.0
5019548,11.0,12.0,22.0,20.0,40.0,10.0,13.0,11.0,16.0,21.0,36.0,40.0,43.0,40.0,60.0,56.0,46.0,37.0,16.0,21.0,25.0,28.0,25.0,28.0,21.0,46.0,33.0,26.0,20.0,20.0
5019549,14.0,17.0,22.0,21.0,43.0,12.0,17.0,13.0,21.0,21.0,57.0,65.0,41.0,42.0,65.0,53.0,66.0,59.0,21.0,21.0,43.0,48.0,43.0,48.0,19.0,41.0,49.0,46.0,21.0,22.0
5019550,17.0,18.0,22.0,21.0,42.0,12.0,17.0,13.0,18.0,22.0,73.0,51.0,41.0,42.0,62.0,74.0,59.0,71.0,18.0,22.0,56.0,33.0,56.0,33.0,19.0,62.0,42.0,58.0,21.0,20.0
5019551,14.0,18.0,19.0,21.0,43.0,14.0,14.0,14.0,19.0,20.0,52.0,62.0,39.0,43.0,65.0,79.0,49.0,55.0,19.0,20.0,38.0,44.0,38.0,44.0,20.0,65.0,35.0,41.0,22.0,22.0
5019552,20.0,20.0,22.0,22.0,48.0,18.0,20.0,18.0,21.0,23.0,70.0,60.0,45.0,46.0,72.0,72.0,72.0,70.0,21.0,23.0,50.0,40.0,50.0,40.0,23.0,54.0,52.0,52.0,24.0,24.0
5019553,18.0,18.0,22.0,22.0,44.0,17.0,20.0,13.0,22.0,22.0,64.0,63.0,42.0,44.0,65.0,81.0,78.0,57.0,22.0,22.0,46.0,45.0,46.0,45.0,20.0,64.0,58.0,44.0,22.0,21.0
5019554,11.0,15.0,22.0,23.0,45.0,13.0,15.0,13.0,20.0,22.0,33.0,58.0,41.0,44.0,67.0,57.0,58.0,65.0,20.0,22.0,22.0,43.0,22.0,43.0,19.0,44.0,43.0,52.0,21.0,22.0
5019555,9.0,15.0,21.0,24.0,44.0,12.0,15.0,13.0,22.0,23.0,47.0,63.0,40.0,45.0,64.0,59.0,63.0,65.0,22.0,23.0,38.0,48.0,38.0,48.0,19.0,47.0,48.0,52.0,21.0,20.0
5019556,12.0,18.0,20.0,21.0,46.0,11.0,13.0,12.0,16.0,20.0,51.0,50.0,43.0,42.0,68.0,59.0,48.0,53.0,16.0,20.0,39.0,32.0,39.0,32.0,23.0,48.0,35.0,41.0,21.0,22.0
5019557,16.0,18.0,21.0,23.0,46.0,13.0,16.0,14.0,21.0,22.0,69.0,55.0,43.0,45.0,67.0,67.0,61.0,49.0,21.0,22.0,53.0,37.0,53.0,37.0,22.0,54.0,45.0,35.0,22.0,21.0
5019558,15.0,19.0,21.0,23.0,45.0,13.0,16.0,13.0,19.0,21.0,55.0,52.0,40.0,45.0,67.0,68.0,48.0,54.0,19.0,21.0,40.0,33.0,40.0,33.0,19.0,55.0,32.0,41.0,22.0,22.0
5019559,12.0,16.0,19.0,20.0,44.0,11.0,14.0,10.0,19.0,21.0,53.0,48.0,37.0,41.0,64.0,59.0,47.0,42.0,19.0,21.0,41.0,32.0,41.0,32.0,18.0,48.0,33.0,32.0,21.0,20.0
5019560,16.0,19.0,23.0,20.0,48.0,15.0,18.0,15.0,20.0,22.0,64.0,61.0,44.0,42.0,71.0,69.0,69.0,59.0,20.0,22.0,48.0,42.0,48.0,42.0,21.0,54.0,51.0,44.0,22.0,23.0
5019561,16.0,16.0,16.0,19.0,39.0,12.0,16.0,14.0,16.0,20.0,62.0,62.0,34.0,40.0,58.0,70.0,69.0,67.0,16.0,20.0,46.0,46.0,46.0,46.0,18.0,58.0,53.0,53.0,21.0,19.0
5019562,13.0,16.0,21.0,22.0,44.0,12.0,14.0,13.0,19.0,23.0,48.0,57.0,42.0,43.0,64.0,71.0,64.0,60.0,19.0,23.0,35.0,41.0,35.0,41.0,21.0,59.0,50.0,47.0,21.0,20.0
5019563,13.0,17.0,20.0,23.0,44.0,13.0,16.0,15.0,22.0,22.0,45.0,58.0,38.0,44.0,65.0,67.0,53.0,60.0,22.0,22.0,32.0,41.0,32.0,41.0,18.0,54.0,37.0,45.0,21.0,21.0
5019564,13.0,19.0,23.0,21.0,39.0,16.0,16.0,15.0,20.0,22.0,57.0,63.0,44.0,43.0,61.0,67.0,55.0,59.0,20.0,22.0,44.0,44.0,44.0,44.0,21.0,51.0,39.0,44.0,22.0,22.0
5019565,16.0,15.0,21.0,22.0,45.0,11.0,15.0,16.0,22.0,23.0,58.0,47.0,43.0,44.0,67.0,69.0,58.0,63.0,22.0,23.0,42.0,32.0,42.0,32.0,22.0,58.0,43.0,47.0,22.0,22.0
5019566,14.0,15.0,21.0,19.0,47.0,13.0,16.0,18.0,22.0,22.0,55.0,69.0,43.0,43.0,69.0,81.0,74.0,79.0,22.0,22.0,41.0,54.0,41.0,54.0,22.0,68.0,58.0,61.0,24.0,22.0
