seat_no,paper_1_IA,paper_2_IA,paper_3_IA,paper_4_IA,paper_5_IA,paper_6_IA,paper_7_IA,paper_8_IA,paper_9_IA,paper_10_IA,paper_1_TOT,paper_2_TOT,paper_3_TOT,paper_4_TOT,paper_5_TOT,paper_6_TOT,paper_7_TOT,paper_8_TOT,paper_9_TOT,paper_10_TOT,paper_1_EX,paper_2_EX,paper_3_EX,paper_4_EX,paper_5_EX,paper_6_EX,paper_7_EX,paper_8_EX,paper_9_EX,paper_10_EX
5018346,17.0,14.0,19.0,21.0,42.0,19.0,15.0,18.0,19.0,22.0,68.0,49.0,39.0,42.0,64.0,76.0,63.0,77.0,19.0,22.0,51.0,35.0,51.0,35.0,20.0,57.0,48.0,59.0,21.0,22.0
5018347,11.0,11.0,17.0,20.0,40.0,15.0,15.0,15.0,20.0,20.0,57.0,58.0,35.0,37.0,62.0,68.0,66.0,66.0,20.0,20.0,46.0,47.0,46.0,47.0,18.0,53.0,51.0,51.0,17.0,22.0
5018348,9.0,11.0,18.0,17.0,43.0,16.0,12.0,13.0,20.0,18.0,41.0,43.0,38.0,35.0,65.0,48.0,66.0,57.0,20.0,18.0,32.0,32.0,32.0,32.0,20.0,32.0,54.0,44.0,18.0,22.0
5018349,14.0,10.0,17.0,21.0,47.0,17.0,15.0,17.0,20.0,21.0,53.0,49.0,35.0,39.0,70.0,51.0,52.0,57.0,20.0,21.0,39.0,39.0,39.0,39.0,18.0,34.0,37.0,40.0,18.0,23.0
5018350,14.0,16.0,18.0,19.0,43.0,16.0,15.0,16.0,19.0,18.0,62.0,56.0,38.0,40.0,64.0,56.0,62.0,62.0,19.0,18.0,48.0,40.0,48.0,40.0,20.0,40.0,47.0,46.0,21.0,21.0
5018351,15.0,12.0,21.0,22.0,47.0,14.0,15.0,16.0,19.0,22.0,59.0,44.0,43.0,43.0,69.0,61.0,84.0,69.0,19.0,22.0,44.0,32.0,44.0,32.0,22.0,47.0,69.0,53.0,21.0,22.0
5018352,14.0,17.0,22.0,23.0,48.0,16.0,18.0,17.0,20.0,23.0,70.0,64.0,44.0,46.0,71.0,70.0,79.0,76.0,20.0,23.0,56.0,47.0,56.0,47.0,22.0,54.0,61.0,59.0,23.0,23.0
5018353,12.0,12.0,17.0,17.0,43.0,16.0,14.0,17.0,20.0,19.0,50.0,58.0,36.0,37.0,65.0,57.0,70.0,70.0,20.0,19.0,38.0,46.0,38.0,46.0,19.0,41.0,56.0,53.0,20.0,22.0
5018354,8.0,8.0,16.0,16.0,47.0,12.0,11.0,11.0,20.0,18.0,29.0,24.0,34.0,32.0,70.0,52.0,24.0,46.0,20.0,18.0,21.0,16.0,21.0,16.0,18.0,40.0,13.0,35.0,16.0,23.0
5018355,9.0,12.0,20.0,18.0,47.0,13.0,12.0,13.0,21.0,18.0,45.0,44.0,37.0,35.0,70.0,39.0,50.0,49.0,21.0,18.0,36.0,32.0,36.0,32.0,17.0,26.0,38.0,36.0,17.0,23.0
5018356,8.0,13.0,19.0,19.0,42.0,15.0,15.0,15.0,20.0,19.0,50.0,45.0,37.0,39.0,64.0,57.0,57.0,62.0,20.0,19.0,42.0,32.0,42.0,32.0,18.0,42.0,42.0,47.0,20.0,22.0
5018357,14.0,13.0,19.0,21.0,42.0,15.0,16.0,12.0,19.0,21.0,57.0,49.0,39.0,37.0,64.0,48.0,51.0,64.0,19.0,21.0,43.0,36.0,43.0,36.0,20.0,33.0,35.0,52.0,16.0,22.0
5018358,9.0,10.0,16.0,16.0,44.0,10.0,10.0,13.0,19.0,18.0,32.0,42.0,34.0,32.0,64.0,44.0,47.0,41.0,19.0,18.0,23.0,32.0,23.0,32.0,18.0,34.0,37.0,28.0,16.0,20.0
5018359,16.0,15.0,23.0,22.0,46.0,17.0,16.0,17.0,22.0,23.0,54.0,53.0,47.0,44.0,67.0,55.0,72.0,77.0,22.0,23.0,38.0,38.0,38.0,38.0,24.0,38.0,56.0,60.0,22.0,21.0
5018360,11.0,9.0,19.0,16.0,43.0,10.0,8.0,10.0,21.0,18.0,51.0,33.0,39.0,32.0,64.0,37.0,25.0,55.0,21.0,18.0,40.0,24.0,40.0,24.0,20.0,27.0,17.0,45.0,16.0,21.0
5018361,14.0,14.0,22.0,21.0,47.0,19.0,17.0,18.0,23.0,23.0,67.0,75.0,42.0,43.0,70.0,85.0,84.0,71.0,23.0,23.0,53.0,61.0,53.0,61.0,20.0,66.0,67.0,53.0,22.0,23.0
5018362,14.0,10.0,21.0,17.0,44.0,15.0,14.0,13.0,22.0,22.0,63.0,52.0,42.0,36.0,64.0,62.0,68.0,51.0,22.0,22.0,49.0,42.0,49.0,42.0,21.0,47.0,54.0,38.0,19.0,20.0
5018363,16.0,19.0,23.0,22.0,46.0,20.0,18.0,17.0,22.0,23.0,77.0,75.0,45.0,43.0,67.0,69.0,71.0,73.0,22.0,23.0,61.0,56.0,61.0,56.0,22.0,49.0,53.0,56.0,21.0,21.0
5018364,14.0,17.0,21.0,21.0,47.0,16.0,16.0,17.0,21.0,22.0,76.0,56.0,42.0,41.0,70.0,68.0,75.0,80.0,21.0,22.0,62.0,39.0,62.0,39.0,21.0,52.0,59.0,63.0,20.0,23.0
5018365,16.0,16.0,23.0,22.0,47.0,18.0,16.0,18.0,21.0,22.0,83.0,66.0,45.0,44.0,70.0,67.0,64.0,68.0,21.0,22.0,67.0,50.0,67.0,50.0,22.0,49.0,48.0,50.0,22.0,23.0
5018366,11.0,11.0,19.0,22.0,45.0,9.0,12.0,13.0,21.0,21.0,35.0,43.0,35.0,42.0,67.0,42.0,27.0,48.0,21.0,21.0,24.0,32.0,24.0,32.0,16.0,33.0,15.0,35.0,20.0,22.0
5018367,16.0,17.0,20.0,21.0,46.0,13.0,14.0,19.0,20.0,21.0,77.0,62.0,40.0,42.0,68.0,72.0,64.0,80.0,20.0,21.0,61.0,45.0,61.0,45.0,20.0,59.0,50.0,61.0,21.0,22.0
5018368,16.0,18.0,20.0,22.0,45.0,16.0,16.0,20.0,20.0,23.0,57.0,64.0,41.0,43.0,68.0,48.0,54.0,84.0,20.0,23.0,41.0,46.0,41.0,46.0,21.0,32.0,38.0,64.0,21.0,23.0
5018369,14.0,16.0,18.0,21.0,45.0,13.0,14.0,15.0,19.0,21.0,54.0,49.0,34.0,41.0,68.0,49.0,51.0,59.0,19.0,21.0,40.0,33.0,40.0,33.0,16.0,36.0,37.0,44.0,20.0,23.0
5018370,14.0,13.0,20.0,21.0,42.0,11.0,11.0,15.0,21.0,21.0,46.0,54.0,37.0,41.0,62.0,48.0,43.0,67.0,21.0,21.0,32.0,41.0,32.0,41.0,17.0,37.0,32.0,52.0,20.0,20.0
5018371,15.0,15.0,21.0,23.0,45.0,15.0,13.0,15.0,20.0,23.0,47.0,61.0,39.0,45.0,68.0,69.0,68.0,72.0,20.0,23.0,32.0,46.0,32.0,46.0,18.0,54.0,55.0,57.0,22.0,23.0
5018372,11.0,13.0,18.0,19.0,46.0,12.0,14.0,17.0,19.0,21.0,57.0,58.0,38.0,39.0,68.0,75.0,53.0,73.0,19.0,21.0,46.0,45.0,46.0,45.0,20.0,63.0,39.0,56.0,20.0,22.0
5018373,17.0,18.0,21.0,23.0,47.0,17.0,12.0,20.0,21.0,23.0,72.0,58.0,42.0,45.0,70.0,63.0,50.0,78.0,21.0,23.0,55.0,40.0,55.0,40.0,21.0,46.0,38.0,58.0,22.0,23.0
5018374,14.0,14.0,20.0,22.0,47.0,14.0,14.0,19.0,20.0,23.0,48.0,66.0,38.0,44.0,70.0,73.0,54.0,62.0,20.0,23.0,34.0,52.0,34.0,52.0,18.0,59.0,40.0,43.0,22.0,23.0
5018375,15.0,13.0,19.0,21.0,42.0,14.0,11.0,14.0,20.0,20.0,41.0,39.0,38.0,41.0,63.0,46.0,37.0,46.0,20.0,20.0,26.0,26.0,26.0,26.0,19.0,32.0,26.0,32.0,20.0,21.0
5018376,10.0,12.0,17.0,21.0,46.0,10.0,12.0,12.0,19.0,21.0,22.0,37.0,34.0,41.0,68.0,42.0,37.0,44.0,19.0,21.0,12.0,25.0,12.0,25.0,17.0,32.0,25.0,32.0,20.0,22.0
5018377,14.0,14.0,19.0,22.0,45.0,14.0,14.0,19.0,20.0,23.0,67.0,63.0,37.0,43.0,68.0,63.0,56.0,81.0,20.0,23.0,53.0,49.0,53.0,49.0,18.0,49.0,42.0,62.0,21.0,23.0
5018378,17.0,19.0,20.0,23.0,47.0,15.0,15.0,19.0,21.0,22.0,73.0,69.0,40.0,45.0,70.0,68.0,65.0,69.0,21.0,22.0,56.0,50.0,56.0,50.0,20.0,53.0,50.0,50.0,22.0,23.0
5018379,14.0,13.0,18.0,16.0,45.0,17.0,12.0,16.0,19.0,21.0,73.0,45.0,37.0,33.0,68.0,68.0,54.0,63.0,19.0,21.0,59.0,32.0,59.0,32.0,19.0,51.0,42.0,47.0,17.0,23.0
5018380,13.0,11.0,18.0,16.0,45.0,12.0,14.0,17.0,19.0,21.0,67.0,45.0,36.0,32.0,67.0,44.0,55.0,62.0,19.0,21.0,54.0,34.0,54.0,34.0,18.0,32.0,41.0,45.0,16.0,22.0
5018381,15.0,8.0,17.0,16.0,45.0,13.0,12.0,19.0,19.0,20.0,55.0,40.0,37.0,33.0,68.0,53.0,57.0,74.0,19.0,20.0,40.0,32.0,40.0,32.0,20.0,40.0,45.0,55.0,17.0,23.0
5018382,14.0,12.0,16.0,17.0,47.0,14.0,14.0,16.0,20.0,21.0,63.0,50.0,35.0,34.0,69.0,61.0,53.0,64.0,20.0,21.0,49.0,38.0,49.0,38.0,19.0,47.0,39.0,48.0,17.0,22.0
5018383,15.0,14.0,19.0,21.0,47.0,17.0,15.0,18.0,20.0,22.0,72.0,68.0,40.0,42.0,70.0,69.0,57.0,77.0,20.0,22.0,57.0,54.0,57.0,54.0,21.0,52.0,42.0,59.0,21.0,23.0
5019981,12.0,11.0,16.0,17.0,45.0,11.0,12.0,17.0,19.0,21.0,72.0,34.0,36.0,36.0,67.0,50.0,36.0,58.0,19.0,21.0,60.0,23.0,60.0,23.0,20.0,39.0,24.0,41.0,19.0,22.0
5015046,12.0,13.0,21.0,21.0,38.0,15.0,9.0,13.0,23.0,18.0,67.0,58.0,37.0,37.0,58.0,59.0,62.0,59.0,23.0,18.0,55.0,45.0,55.0,45.0,16.0,44.0,53.0,46.0,16.0,20.0
5015047,14.0,16.0,22.0,22.0,32.0,18.0,11.0,15.0,23.0,18.0,64.0,59.0,41.0,42.0,49.0,57.0,71.0,54.0,23.0,18.0,50.0,43.0,50.0,43.0,19.0,39.0,60.0,39.0,20.0,17.0
5015048,16.0,15.0,18.0,15.0,35.0,16.0,12.0,14.0,18.0,18.0,66.0,70.0,39.0,33.0,53.0,55.0,58.0,68.0,18.0,18.0,50.0,55.0,50.0,55.0,21.0,39.0,46.0,54.0,18.0,18.0
5015049,12.0,12.0,20.0,22.0,44.0,11.0,10.0,11.0,23.0,18.0,60.0,66.0,39.0,41.0,66.0,57.0,60.0,53.0,23.0,18.0,48.0,54.0,48.0,54.0,19.0,46.0,50.0,42.0,19.0,22.0
5015050,11.0,11.0,14.0,10.0,46.0,13.0,8.0,10.0,18.0,16.0,44.0,38.0,32.0,29.0,69.0,46.0,56.0,35.0,18.0,16.0,33.0,27.0,33.0,27.0,18.0,33.0,48.0,25.0,19.0,23.0
5015051,10.0,14.0,15.0,15.0,35.0,13.0,8.0,11.0,20.0,16.0,58.0,60.0,32.0,34.0,53.0,39.0,52.0,44.0,20.0,16.0,48.0,46.0,48.0,46.0,17.0,26.0,44.0,33.0,19.0,18.0
5015052,18.0,17.0,22.0,22.0,40.0,14.0,13.0,17.0,22.0,23.0,68.0,77.0,43.0,42.0,61.0,65.0,77.0,77.0,22.0,23.0,50.0,60.0,50.0,60.0,21.0,51.0,64.0,60.0,20.0,21.0
5015053,14.0,17.0,22.0,22.0,40.0,12.0,14.0,16.0,22.0,22.0,62.0,77.0,42.0,41.0,61.0,67.0,74.0,68.0,22.0,22.0,48.0,60.0,48.0,60.0,20.0,55.0,60.0,52.0,19.0,21.0
5015054,15.0,15.0,20.0,20.0,42.0,12.0,10.0,16.0,20.0,21.0,75.0,65.0,41.0,41.0,64.0,68.0,53.0,67.0,20.0,21.0,60.0,50.0,60.0,50.0,21.0,56.0,43.0,51.0,21.0,22.0
5015055,17.0,18.0,23.0,23.0,40.0,15.0,13.0,17.0,23.0,23.0,85.0,63.0,45.0,44.0,61.0,77.0,75.0,83.0,23.0,23.0,68.0,45.0,68.0,45.0,22.0,62.0,62.0,66.0,21.0,21.0
5015056,9.0,10.0,19.0,20.0,42.0,8.0,8.0,8.0,19.0,21.0,70.0,55.0,41.0,42.0,63.0,65.0,69.0,69.0,19.0,21.0,61.0,45.0,61.0,45.0,22.0,57.0,61.0,61.0,22.0,21.0
5015057,14.0,18.0,22.0,22.0,44.0,18.0,12.0,13.0,22.0,23.0,63.0,57.0,41.0,40.0,65.0,66.0,67.0,63.0,22.0,23.0,49.0,39.0,49.0,39.0,19.0,48.0,55.0,50.0,18.0,21.0
5015058,9.0,13.0,20.0,12.0,36.0,8.0,9.0,9.0,20.0,14.0,41.0,50.0,38.0,31.0,53.0,42.0,61.0,54.0,20.0,14.0,32.0,37.0,32.0,37.0,18.0,34.0,52.0,45.0,19.0,17.0
5015059,16.0,18.0,19.0,19.0,38.0,16.0,12.0,15.0,19.0,21.0,53.0,71.0,41.0,41.0,58.0,65.0,61.0,54.0,19.0,21.0,37.0,53.0,37.0,53.0,22.0,49.0,49.0,39.0,22.0,20.0
5015060,12.0,15.0,22.0,18.0,41.0,9.0,11.0,12.0,22.0,20.0,61.0,64.0,44.0,38.0,61.0,51.0,51.0,54.0,22.0,20.0,49.0,49.0,49.0,49.0,22.0,42.0,40.0,42.0,20.0,20.0
5015061,15.0,13.0,19.0,20.0,44.0,14.0,15.0,15.0,22.0,19.0,59.0,79.0,41.0,40.0,66.0,78.0,62.0,80.0,22.0,19.0,44.0,66.0,44.0,66.0,22.0,64.0,47.0,65.0,20.0,22.0
5015062,19.0,20.0,23.0,23.0,45.0,15.0,15.0,16.0,23.0,19.0,75.0,63.0,45.0,45.0,66.0,74.0,77.0,80.0,23.0,19.0,56.0,43.0,56.0,43.0,22.0,59.0,62.0,64.0,22.0,21.0
5015063,17.0,18.0,21.0,23.0,44.0,19.0,15.0,17.0,23.0,22.0,69.0,71.0,43.0,42.0,65.0,70.0,77.0,80.0,23.0,22.0,52.0,53.0,52.0,53.0,22.0,51.0,62.0,63.0,19.0,21.0
5015064,12.0,12.0,10.0,10.0,39.0,10.0,8.0,8.0,16.0,10.0,39.0,53.0,21.0,24.0,58.0,60.0,45.0,43.0,16.0,10.0,27.0,41.0,27.0,41.0,11.0,50.0,37.0,35.0,14.0,19.0
5015065,14.0,15.0,22.0,21.0,39.0,11.0,8.0,15.0,23.0,17.0,53.0,55.0,43.0,42.0,58.0,64.0,49.0,57.0,23.0,17.0,39.0,40.0,39.0,40.0,21.0,53.0,41.0,42.0,21.0,19.0
5015066,14.0,18.0,19.0,20.0,44.0,14.0,13.0,15.0,22.0,16.0,66.0,68.0,39.0,39.0,65.0,75.0,76.0,76.0,22.0,16.0,52.0,50.0,52.0,50.0,20.0,61.0,63.0,61.0,19.0,21.0
5015067,15.0,17.0,15.0,22.0,44.0,15.0,11.0,14.0,21.0,15.0,75.0,56.0,35.0,43.0,66.0,74.0,68.0,74.0,21.0,15.0,60.0,39.0,60.0,39.0,20.0,59.0,57.0,60.0,21.0,22.0
5015068,18.0,17.0,20.0,23.0,44.0,15.0,12.0,17.0,22.0,15.0,66.0,70.0,43.0,43.0,66.0,72.0,61.0,73.0,22.0,15.0,48.0,53.0,48.0,53.0,23.0,57.0,49.0,56.0,20.0,22.0
5015069,11.0,15.0,13.0,10.0,40.0,9.0,8.0,14.0,18.0,12.0,51.0,56.0,30.0,31.0,60.0,49.0,56.0,62.0,18.0,12.0,40.0,41.0,40.0,41.0,17.0,40.0,48.0,48.0,21.0,20.0
5015070,11.0,14.0,18.0,18.0,39.0,8.0,8.0,14.0,21.0,14.0,61.0,61.0,33.0,36.0,58.0,61.0,56.0,54.0,21.0,14.0,50.0,47.0,50.0,47.0,15.0,53.0,48.0,40.0,18.0,19.0
5015071,14.0,17.0,19.0,19.0,39.0,12.0,10.0,16.0,19.0,12.0,64.0,61.0,39.0,39.0,59.0,63.0,58.0,78.0,19.0,12.0,50.0,44.0,50.0,44.0,20.0,51.0,48.0,62.0,20.0,20.0
5015072,13.0,16.0,15.0,15.0,45.0,17.0,13.0,19.0,18.0,14.0,62.0,67.0,34.0,35.0,67.0,74.0,75.0,80.0,18.0,14.0,49.0,51.0,49.0,51.0,19.0,57.0,62.0,61.0,20.0,22.0
5015073,11.0,17.0,11.0,10.0,32.0,12.0,12.0,18.0,12.0,11.0,62.0,64.0,31.0,29.0,50.0,60.0,53.0,74.0,12.0,11.0,51.0,47.0,51.0,47.0,20.0,48.0,41.0,56.0,19.0,18.0
5015074,14.0,16.0,19.0,15.0,46.0,13.0,8.0,12.0,19.0,13.0,67.0,61.0,38.0,35.0,69.0,61.0,50.0,66.0,19.0,13.0,53.0,45.0,53.0,45.0,19.0,48.0,42.0,54.0,20.0,23.0
5015075,16.0,16.0,20.0,20.0,39.0,13.0,13.0,19.0,20.0,13.0,58.0,58.0,40.0,41.0,59.0,63.0,63.0,79.0,20.0,13.0,42.0,42.0,42.0,42.0,20.0,50.0,50.0,60.0,21.0,20.0
5015076,19.0,18.0,17.0,20.0,46.0,12.0,14.0,18.0,17.0,20.0,81.0,80.0,36.0,41.0,69.0,54.0,52.0,63.0,17.0,20.0,62.0,62.0,62.0,62.0,19.0,42.0,38.0,45.0,21.0,23.0
5015077,18.0,20.0,20.0,20.0,46.0,17.0,13.0,19.0,20.0,20.0,68.0,80.0,40.0,42.0,69.0,83.0,76.0,74.0,20.0,20.0,50.0,60.0,50.0,60.0,20.0,66.0,63.0,55.0,22.0,23.0
5015078,15.0,19.0,10.0,12.0,32.0,14.0,14.0,18.0,10.0,11.0,65.0,76.0,32.0,30.0,50.0,73.0,61.0,79.0,10.0,11.0,50.0,57.0,50.0,57.0,22.0,59.0,47.0,61.0,18.0,18.0
5015079,17.0,19.0,13.0,13.0,46.0,13.0,14.0,18.0,13.0,13.0,65.0,63.0,34.0,33.0,69.0,65.0,75.0,75.0,13.0,13.0,48.0,44.0,48.0,44.0,21.0,52.0,61.0,57.0,20.0,23.0
5015080,11.0,17.0,16.0,19.0,39.0,14.0,12.0,17.0,16.0,12.0,57.0,71.0,36.0,39.0,59.0,61.0,56.0,63.0,16.0,12.0,46.0,54.0,46.0,54.0,20.0,47.0,44.0,46.0,20.0,20.0
5015081,11.0,15.0,16.0,15.0,46.0,15.0,11.0,19.0,16.0,11.0,53.0,63.0,36.0,36.0,69.0,69.0,76.0,79.0,16.0,11.0,42.0,48.0,42.0,48.0,20.0,54.0,65.0,60.0,21.0,23.0
5015082,12.0,17.0,20.0,20.0,34.0,14.0,15.0,19.0,22.0,14.0,73.0,61.0,41.0,39.0,52.0,79.0,80.0,68.0,22.0,14.0,61.0,44.0,61.0,44.0,21.0,65.0,65.0,49.0,19.0,18.0
5015083,18.0,18.0,21.0,21.0,34.0,12.0,12.0,19.0,23.0,17.0,69.0,57.0,44.0,43.0,53.0,74.0,76.0,86.0,23.0,17.0,51.0,39.0,51.0,39.0,23.0,62.0,64.0,67.0,22.0,19.0
5015084,19.0,19.0,20.0,22.0,46.0,14.0,13.0,18.0,22.0,17.0,75.0,73.0,40.0,44.0,69.0,62.0,77.0,71.0,22.0,17.0,56.0,54.0,56.0,54.0,20.0,48.0,64.0,53.0,22.0,23.0
5015085,15.0,17.0,22.0,22.0,38.0,14.0,8.0,19.0,20.0,16.0,57.0,74.0,45.0,44.0,58.0,55.0,50.0,70.0,20.0,16.0,42.0,57.0,42.0,57.0,23.0,41.0,42.0,51.0,22.0,20.0
5015086,17.0,17.0,22.0,22.0,38.0,10.0,11.0,14.0,22.0,18.0,86.0,69.0,44.0,43.0,58.0,72.0,68.0,73.0,22.0,18.0,69.0,52.0,69.0,52.0,22.0,62.0,57.0,59.0,21.0,20.0
5015195,11.0,12.0,20.0,20.0,38.0,12.0,8.0,10.0,21.0,18.0,48.0,70.0,39.0,36.0,58.0,44.0,55.0,52.0,21.0,18.0,37.0,58.0,37.0,58.0,19.0,32.0,47.0,42.0,16.0,20.0
5015196,12.0,18.0,15.0,15.0,38.0,16.0,12.0,16.0,18.0,14.0,52.0,60.0,31.0,32.0,58.0,56.0,60.0,76.0,18.0,14.0,40.0,42.0,40.0,42.0,16.0,40.0,48.0,60.0,17.0,20.0
5015197,9.0,11.0,16.0,18.0,39.0,13.0,8.0,11.0,19.0,14.0,52.0,50.0,35.0,35.0,58.0,37.0,41.0,55.0,19.0,14.0,43.0,39.0,43.0,39.0,19.0,24.0,33.0,44.0,17.0,19.0
5015198,16.0,17.0,19.0,20.0,45.0,13.0,11.0,16.0,21.0,16.0,74.0,82.0,36.0,41.0,67.0,81.0,78.0,60.0,21.0,16.0,58.0,65.0,58.0,65.0,17.0,68.0,67.0,44.0,21.0,22.0
5015199,11.0,13.0,19.0,11.0,41.0,12.0,9.0,11.0,19.0,11.0,51.0,60.0,40.0,30.0,62.0,65.0,59.0,54.0,19.0,11.0,40.0,47.0,40.0,47.0,21.0,53.0,50.0,43.0,19.0,21.0
5015200,12.0,17.0,20.0,20.0,39.0,12.0,12.0,17.0,20.0,20.0,62.0,59.0,40.0,41.0,58.0,63.0,68.0,70.0,20.0,20.0,50.0,42.0,50.0,42.0,20.0,51.0,56.0,53.0,21.0,19.0
5015201,12.0,15.0,10.0,10.0,30.0,8.0,11.0,16.0,10.0,11.0,51.0,76.0,26.0,27.0,45.0,63.0,71.0,67.0,10.0,11.0,39.0,61.0,39.0,61.0,16.0,55.0,60.0,51.0,17.0,15.0
5015202,12.0,14.0,20.0,20.0,35.0,10.0,10.0,10.0,20.0,18.0,67.0,80.0,42.0,40.0,53.0,54.0,66.0,63.0,20.0,18.0,55.0,66.0,55.0,66.0,22.0,44.0,56.0,53.0,20.0,18.0
5015203,14.0,14.0,10.0,10.0,30.0,11.0,8.0,15.0,10.0,12.0,62.0,62.0,21.0,28.0,45.0,69.0,50.0,62.0,10.0,12.0,48.0,48.0,48.0,48.0,11.0,58.0,42.0,47.0,18.0,15.0
5015204,12.0,18.0,11.0,11.0,44.0,12.0,8.0,13.0,22.0,12.0,58.0,77.0,32.0,32.0,66.0,66.0,64.0,63.0,22.0,12.0,46.0,59.0,46.0,59.0,21.0,54.0,56.0,50.0,21.0,22.0
5015205,9.0,13.0,17.0,11.0,46.0,8.0,8.0,10.0,18.0,13.0,27.0,56.0,35.0,31.0,69.0,48.0,59.0,49.0,18.0,13.0,18.0,43.0,18.0,43.0,18.0,40.0,51.0,39.0,20.0,23.0
5015206,13.0,16.0,20.0,20.0,41.0,12.0,10.0,14.0,23.0,22.0,54.0,68.0,39.0,40.0,61.0,74.0,58.0,56.0,23.0,22.0,41.0,52.0,41.0,52.0,19.0,62.0,48.0,42.0,20.0,20.0
5015207,13.0,14.0,22.0,15.0,41.0,9.0,9.0,12.0,21.0,19.0,52.0,54.0,40.0,36.0,61.0,51.0,68.0,59.0,21.0,19.0,39.0,40.0,39.0,40.0,18.0,42.0,59.0,47.0,21.0,20.0
5015208,15.0,17.0,14.0,14.0,45.0,10.0,12.0,13.0,22.0,13.0,68.0,75.0,34.0,32.0,67.0,69.0,76.0,59.0,22.0,13.0,53.0,58.0,53.0,58.0,20.0,59.0,64.0,46.0,18.0,22.0
5015209,11.0,15.0,21.0,18.0,35.0,12.0,10.0,13.0,22.0,18.0,61.0,55.0,40.0,36.0,55.0,66.0,47.0,57.0,22.0,18.0,50.0,40.0,50.0,40.0,19.0,54.0,37.0,44.0,18.0,20.0
5015210,14.0,19.0,23.0,23.0,45.0,16.0,13.0,15.0,23.0,20.0,63.0,72.0,44.0,45.0,66.0,69.0,79.0,72.0,23.0,20.0,49.0,53.0,49.0,53.0,21.0,53.0,66.0,57.0,22.0,21.0
5015211,18.0,18.0,22.0,22.0,45.0,17.0,13.0,16.0,23.0,18.0,74.0,85.0,43.0,43.0,66.0,78.0,82.0,76.0,23.0,18.0,56.0,67.0,56.0,67.0,21.0,61.0,69.0,60.0,21.0,21.0
5015212,12.0,14.0,22.0,22.0,36.0,9.0,13.0,15.0,21.0,22.0,63.0,56.0,40.0,42.0,53.0,65.0,56.0,65.0,21.0,22.0,51.0,42.0,51.0,42.0,18.0,56.0,43.0,50.0,20.0,17.0
5015213,19.0,17.0,19.0,23.0,43.0,15.0,14.0,16.0,22.0,16.0,71.0,65.0,41.0,44.0,64.0,83.0,75.0,69.0,22.0,16.0,52.0,48.0,52.0,48.0,22.0,68.0,61.0,53.0,21.0,21.0
5015214,16.0,15.0,18.0,18.0,38.0,8.0,12.0,13.0,20.0,14.0,57.0,59.0,38.0,39.0,57.0,67.0,66.0,60.0,20.0,14.0,41.0,44.0,41.0,44.0,20.0,59.0,54.0,47.0,21.0,19.0
5015215,12.0,18.0,11.0,10.0,33.0,17.0,14.0,18.0,12.0,12.0,59.0,66.0,31.0,32.0,52.0,73.0,64.0,68.0,12.0,12.0,47.0,48.0,47.0,48.0,20.0,56.0,50.0,50.0,22.0,19.0
5015216,8.0,14.0,15.0,18.0,46.0,14.0,10.0,18.0,18.0,13.0,40.0,53.0,30.0,35.0,68.0,48.0,61.0,68.0,18.0,13.0,32.0,39.0,32.0,39.0,15.0,34.0,51.0,50.0,17.0,22.0
5015217,14.0,20.0,11.0,10.0,42.0,17.0,13.0,17.0,12.0,12.0,72.0,72.0,31.0,30.0,63.0,58.0,74.0,76.0,12.0,12.0,58.0,52.0,58.0,52.0,20.0,41.0,61.0,59.0,20.0,21.0
5015218,16.0,18.0,20.0,20.0,34.0,15.0,12.0,18.0,22.0,14.0,65.0,62.0,42.0,40.0,52.0,65.0,77.0,76.0,22.0,14.0,49.0,44.0,49.0,44.0,22.0,50.0,65.0,58.0,20.0,18.0
5015219,13.0,15.0,10.0,10.0,46.0,14.0,11.0,16.0,10.0,10.0,56.0,62.0,26.0,29.0,69.0,57.0,63.0,64.0,10.0,10.0,43.0,47.0,43.0,47.0,16.0,43.0,52.0,48.0,19.0,23.0
5015220,14.0,19.0,14.0,10.0,41.0,14.0,12.0,15.0,18.0,11.0,68.0,64.0,36.0,31.0,61.0,80.0,61.0,62.0,18.0,11.0,54.0,45.0,54.0,45.0,22.0,66.0,49.0,47.0,21.0,20.0
5015221,11.0,12.0,15.0,14.0,40.0,10.0,9.0,11.0,20.0,13.0,47.0,48.0,35.0,32.0,60.0,45.0,58.0,51.0,20.0,13.0,36.0,36.0,36.0,36.0,20.0,35.0,49.0,40.0,18.0,20.0
5015222,12.0,14.0,18.0,18.0,32.0,13.0,11.0,19.0,20.0,16.0,53.0,58.0,34.0,37.0,49.0,75.0,64.0,78.0,20.0,16.0,41.0,44.0,41.0,44.0,16.0,62.0,53.0,59.0,19.0,17.0
5015223,12.0,16.0,10.0,10.0,40.0,12.0,9.0,13.0,20.0,11.0,59.0,55.0,29.0,25.0,59.0,66.0,56.0,57.0,20.0,11.0,47.0,39.0,47.0,39.0,19.0,54.0,47.0,44.0,15.0,19.0
5015224,13.0,10.0,14.0,10.0,40.0,8.0,8.0,9.0,22.0,12.0,64.0,56.0,35.0,29.0,60.0,40.0,47.0,55.0,22.0,12.0,51.0,46.0,51.0,46.0,21.0,32.0,39.0,46.0,19.0,20.0
